Month,Year,County,Med_Tax_Rev,Rec_Tax_Rev,ID
2,2017,Eagle,5601.0,49642.0,22017Eagle
2,2017,Garfield,8672.0,39091.0,22017Garfield
2,2017,Gilpin,,4495.0,22017Gilpin
2,2017,Grand,,10764.0,22017Grand
2,2017,Gunnison,,10871.0,22017Gunnison
2,2017,Jefferson,39660.0,116005.0,22017Jefferson
2,2017,La Plata,8717.0,47922.0,22017La Plata
2,2017,Lake,,5566.0,22017Lake
2,2017,Larimer,27286.0,100562.0,22017Larimer
2,2017,Las Animas,,58200.0,22017Las Animas
2,2017,Montezuma,3140.0,46063.0,22017Montezuma
2,2017,Ouray,,10759.0,22017Ouray
2,2017,Park,,7784.0,22017Park
2,2017,Pitkin,2087.0,30840.0,22017Pitkin
2,2017,Pueblo,7671.0,60707.0,22017Pueblo
2,2017,Routt,5226.0,27362.0,22017Routt
2,2017,San Miguel,1031.0,14527.0,22017San Miguel
2,2017,Summit,,85554.0,22017Summit
2,2017,Weld,7422.0,67803.0,22017Weld
2,2017,Remainder of State,22330.0,69020.0,22017Remainder of State
2,2017,El Paso,194433.0,,22017El Paso
1,2017,Adams,14960.0,126839.0,12017Adams
1,2017,Arapahoe,37520.0,268979.0,12017Arapahoe
1,2017,Boulder,59231.0,161640.0,12017Boulder
1,2017,Chaffee,,10341.0,12017Chaffee
1,2017,Clear Creek,1738.0,20964.0,12017Clear Creek
1,2017,Conejos,,9755.0,12017Conejos
1,2017,Costilla,,7616.0,12017Costilla
1,2017,Denver,419489.0,762068.0,12017Denver
1,2017,Eagle,4146.0,40748.0,12017Eagle
1,2017,Garfield,7262.0,41432.0,12017Garfield
1,2017,Gilpin,,5984.0,12017Gilpin
1,2017,Grand,,11214.0,12017Grand
1,2017,Gunnison,,18269.0,12017Gunnison
1,2017,Jefferson,43750.0,123827.0,12017Jefferson
1,2017,La Plata,10547.0,53458.0,12017La Plata
1,2017,Lake,,5393.0,12017Lake
1,2017,Larimer,32979.0,117689.0,12017Larimer
1,2017,Las Animas,,69105.0,12017Las Animas
1,2017,Montezuma,,29368.0,12017Montezuma
1,2017,Morgan,,16595.0,12017Morgan
1,2017,Ouray,,12170.0,12017Ouray
1,2017,Park,,8799.0,12017Park
1,2017,Pitkin,-5267.0,35168.0,12017Pitkin
1,2017,Pueblo,19096.0,75918.0,12017Pueblo
1,2017,Routt,5354.0,23201.0,12017Routt
1,2017,San Miguel,858.0,9207.0,12017San Miguel
1,2017,Summit,4581.0,63209.0,12017Summit
1,2017,Weld,8586.0,71127.0,12017Weld
1,2017,Remainder of State,16391.0,102910.0,12017Remainder of State
1,2017,El Paso,228115.0,,12017El Paso
1,2017,Fremont,4871.0,,12017Fremont
12,2016,Adams,11163.0,126500.0,122016Adams
12,2016,Arapahoe,53043.0,262716.0,122016Arapahoe
12,2016,Boulder,51198.0,158528.0,122016Boulder
12,2016,Chaffee,,9011.0,122016Chaffee
12,2016,Clear Creek,1964.0,7916.0,122016Clear Creek
12,2016,Conejos,,9321.0,122016Conejos
12,2016,Costilla,,8088.0,122016Costilla
12,2016,Denver,463738.0,649705.0,122016Denver
12,2016,Eagle,3115.0,20409.0,122016Eagle
12,2016,Garfield,8986.0,38635.0,122016Garfield
12,2016,Gilpin,,5465.0,122016Gilpin
12,2016,Grand,,7132.0,122016Grand
12,2016,Gunnison,,5355.0,122016Gunnison
12,2016,Jefferson,44066.0,111901.0,122016Jefferson
12,2016,La Plata,8336.0,47240.0,122016La Plata
12,2016,Larimer,33072.0,116143.0,122016Larimer
12,2016,Las Animas,,69656.0,122016Las Animas
12,2016,Montezuma,1762.0,37649.0,122016Montezuma
12,2016,Morgan,,16096.0,122016Morgan
12,2016,Ouray,,7165.0,122016Ouray
12,2016,Park,,8250.0,122016Park
12,2016,Pitkin,2831.0,12437.0,122016Pitkin
12,2016,Pueblo,18775.0,63904.0,122016Pueblo
12,2016,Routt,4862.0,17389.0,122016Routt
12,2016,San Miguel,815.0,4306.0,122016San Miguel
12,2016,Summit,,31614.0,122016Summit
12,2016,Weld,,68979.0,122016Weld
12,2016,Remainder of State,26739.0,109436.0,122016Remainder of State
12,2016,El Paso,214815.0,,122016El Paso
11,2016,Adams,11675.0,131759.0,112016Adams
11,2016,Arapahoe,27635.0,244765.0,112016Arapahoe
11,2016,Archuletta,,15865.0,112016Archuletta
11,2016,Boulder,61483.0,171652.0,112016Boulder
11,2016,Chaffee,,10286.0,112016Chaffee
11,2016,Clear Creek,1948.0,14014.0,112016Clear Creek
11,2016,Conejos,,10932.0,112016Conejos
11,2016,Costilla,,6213.0,112016Costilla
11,2016,Denver,464066.0,834362.0,112016Denver
11,2016,Eagle,4361.0,25591.0,112016Eagle
11,2016,Garfield,13996.0,48610.0,112016Garfield
11,2016,Gilpin,,6934.0,112016Gilpin
11,2016,Grand,,7333.0,112016Grand
11,2016,Gunnison,,16367.0,112016Gunnison
11,2016,Jefferson,47826.0,120253.0,112016Jefferson
11,2016,Lake,,5771.0,112016Lake
11,2016,La Plata,10546.0,53367.0,112016La Plata
11,2016,Larimer,33250.0,116304.0,112016Larimer
11,2016,Las Animas,,65542.0,112016Las Animas
11,2016,Montezuma,1727.0,36938.0,112016Montezuma
11,2016,Morgan,,18137.0,112016Morgan
11,2016,Ouray,,11529.0,112016Ouray
11,2016,Park,,8861.0,112016Park
11,2016,Pitkin,5249.0,14486.0,112016Pitkin
11,2016,Pueblo,18943.0,83993.0,112016Pueblo
11,2016,Routt,5721.0,19885.0,112016Routt
11,2016,San Miguel,1135.0,7181.0,112016San Miguel
11,2016,Summit,4392.0,41152.0,112016Summit
11,2016,Weld,6768.0,72233.0,112016Weld
11,2016,Remainder of State,16178.0,101444.0,112016Remainder of State
11,2016,El Paso,241652.0,,112016El Paso
11,2016,Fremont,4448.0,,112016Fremont
10,2016,Adams,12256.0,134529.0,102016Adams
10,2016,Arapahoe,52992.0,295759.0,102016Arapahoe
10,2016,Archuletta,,20920.0,102016Archuletta
10,2016,Boulder,65768.0,181889.0,102016Boulder
10,2016,Chaffee,,14237.0,102016Chaffee
10,2016,Clear Creek,3214.0,24259.0,102016Clear Creek
10,2016,Conejos,,12378.0,102016Conejos
10,2016,Costilla,,8933.0,102016Costilla
10,2016,Denver,551137.0,821214.0,102016Denver
10,2016,Eagle,5870.0,27734.0,102016Eagle
10,2016,Garfield,10700.0,51113.0,102016Garfield
10,2016,Gilpin,,7873.0,102016Gilpin
10,2016,Gunnison,,15602.0,102016Gunnison
10,2016,Jefferson,43541.0,129204.0,102016Jefferson
10,2016,Lake,,7375.0,102016Lake
10,2016,La Plata,12433.0,57067.0,102016La Plata
10,2016,Larimer,34856.0,123484.0,102016Larimer
10,2016,Las Animas,,71307.0,102016Las Animas
10,2016,Montezuma,2491.0,41872.0,102016Montezuma
10,2016,Morgan,,21581.0,102016Morgan
10,2016,Ouray,,11446.0,102016Ouray
10,2016,Park,,10504.0,102016Park
10,2016,Pitkin,3682.0,23809.0,102016Pitkin
10,2016,Pueblo,25159.0,90793.0,102016Pueblo
10,2016,Routt,,23051.0,102016Routt
10,2016,San Miguel,1465.0,10627.0,102016San Miguel
10,2016,Summit,3982.0,39248.0,102016Summit
10,2016,Weld,9953.0,73053.0,102016Weld
10,2016,Remainder of State,25804.0,123546.0,102016Remainder of State
10,2016,El Paso,240154.0,,102016El Paso
10,2016,Fremont,4616.0,,102016Fremont
9,2016,Adams,14137.0,135706.0,92016Adams
9,2016,Arapahoe,35593.0,224305.0,92016Arapahoe
9,2016,Archuletta,,21681.0,92016Archuletta
9,2016,Boulder,65305.0,187323.0,92016Boulder
9,2016,Clear Creek,1622.0,17103.0,92016Clear Creek
9,2016,Conejos,,12098.0,92016Conejos
9,2016,Costilla,,11409.0,92016Costilla
9,2016,Denver,593786.0,782584.0,92016Denver
9,2016,Eagle,7644.0,32453.0,92016Eagle
9,2016,Garfield,11795.0,42285.0,92016Garfield
9,2016,Gilpin,,7264.0,92016Gilpin
9,2016,Grand,,11429.0,92016Grand
9,2016,Gunnison,,17911.0,92016Gunnison
9,2016,Jefferson,48918.0,127350.0,92016Jefferson
9,2016,Lake,,8743.0,92016Lake
9,2016,La Plata,12824.0,65555.0,92016La Plata
9,2016,Larimer,36572.0,122957.0,92016Larimer
9,2016,Las Animas,,63143.0,92016Las Animas
9,2016,Montezuma,1467.0,30232.0,92016Montezuma
9,2016,Ouray,,14900.0,92016Ouray
9,2016,Park,,11079.0,92016Park
9,2016,Pitkin,4093.0,28751.0,92016Pitkin
9,2016,Pueblo,24628.0,90059.0,92016Pueblo
9,2016,Routt,4811.0,25874.0,92016Routt
9,2016,San Miguel,1331.0,12256.0,92016San Miguel
9,2016,Summit,4642.0,45932.0,92016Summit
9,2016,Weld,9473.0,69389.0,92016Weld
9,2016,Remainder of State,18826.0,155234.0,92016Remainder of State
9,2016,El Paso,256397.0,,92016El Paso
9,2016,Fremont,6898.0,,92016Fremont
8,2016,Adams,11436.0,119706.0,82016Adams
8,2016,Arapahoe,43337.0,252705.0,82016Arapahoe
8,2016,Boulder,65391.0,197795.0,82016Boulder
8,2016,Clear Creek,1939.0,21397.0,82016Clear Creek
8,2016,Conejos,,12228.0,82016Conejos
8,2016,Costilla,,12180.0,82016Costilla
8,2016,Denver,541784.0,742595.0,82016Denver
8,2016,Eagle,5229.0,32219.0,82016Eagle
8,2016,Garfield,12101.0,47044.0,82016Garfield
8,2016,Gilpin,,7001.0,82016Gilpin
8,2016,Grand,,10850.0,82016Grand
8,2016,Gunnison,,19887.0,82016Gunnison
8,2016,Jefferson,46395.0,123060.0,82016Jefferson
8,2016,Lake,,8087.0,82016Lake
8,2016,La Plata,11781.0,62472.0,82016La Plata
8,2016,Larimer,35770.0,120062.0,82016Larimer
8,2016,Las Animas,,62820.0,82016Las Animas
8,2016,Montezuma,2907.0,34131.0,82016Montezuma
8,2016,Morgan,,19195.0,82016Morgan
8,2016,Ouray,,26344.0,82016Ouray
8,2016,Park,,11131.0,82016Park
8,2016,Pitkin,-484.0,33561.0,82016Pitkin
8,2016,Pueblo,25958.0,68193.0,82016Pueblo
8,2016,Routt,4537.0,27003.0,82016Routt
8,2016,San Miguel,1227.0,13271.0,82016San Miguel
8,2016,Summit,4772.0,50769.0,82016Summit
8,2016,Weld,9284.0,67760.0,82016Weld
8,2016,Remainder of State,19267.0,147368.0,82016Remainder of State
8,2016,El Paso,240225.0,,82016El Paso
8,2016,Fremont,6442.0,,82016Fremont
7,2016,Adams,9942.0,157219.0,72016Adams
7,2016,Arapahoe,41835.0,244207.0,72016Arapahoe
7,2016,Auchuletta,,17924.0,72016Auchuletta
7,2016,Boulder,73253.0,162835.0,72016Boulder
7,2016,Chaffee,,13389.0,72016Chaffee
7,2016,Clear Creek,1918.0,12881.0,72016Clear Creek
7,2016,Conejos,,9429.0,72016Conejos
7,2016,Costilla,,5697.0,72016Costilla
7,2016,Denver,533148.0,641595.0,72016Denver
7,2016,Eagle,5159.0,24364.0,72016Eagle
7,2016,Garfield,12233.0,41327.0,72016Garfield
7,2016,Gilpin,,6023.0,72016Gilpin
7,2016,Grand,,7422.0,72016Grand
7,2016,Gunnison,,14784.0,72016Gunnison
7,2016,Jefferson,48524.0,127640.0,72016Jefferson
7,2016,Lake,,6064.0,72016Lake
7,2016,La Plata,12367.0,52431.0,72016La Plata
7,2016,Larimer,27483.0,106318.0,72016Larimer
7,2016,Las Animas,,46850.0,72016Las Animas
7,2016,Montezuma,2693.0,26396.0,72016Montezuma
7,2016,Morgan,,16582.0,72016Morgan
7,2016,Park,,8777.0,72016Park
7,2016,Pitkin,3669.0,19520.0,72016Pitkin
7,2016,Pueblo,22110.0,63232.0,72016Pueblo
7,2016,Routt,3988.0,19063.0,72016Routt
7,2016,San Miguel,1100.0,8789.0,72016San Miguel
7,2016,Summit,4300.0,36181.0,72016Summit
7,2016,Weld,8446.0,57561.0,72016Weld
7,2016,Remainder of State,18177.0,108050.0,72016Remainder of State
7,2016,El Paso,231702.0,,72016El Paso
7,2016,Fremont,6249.0,,72016Fremont
6,2016,Adams,14686.0,49134.0,62016Adams
6,2016,Arapahoe,36871.0,179467.0,62016Arapahoe
6,2016,Auchuletta,,12901.0,62016Auchuletta
6,2016,Boulder,58530.0,149874.0,62016Boulder
6,2016,Chaffee,,9725.0,62016Chaffee
6,2016,Clear Creek,2333.0,14968.0,62016Clear Creek
6,2016,Conejos,,7320.0,62016Conejos
6,2016,Costilla,,7007.0,62016Costilla
6,2016,Denver,502345.0,590835.0,62016Denver
6,2016,Eagle,10830.0,18789.0,62016Eagle
6,2016,Garfield,12213.0,31113.0,62016Garfield
6,2016,Gilpin,701.0,6137.0,62016Gilpin
6,2016,Grand,,5372.0,62016Grand
6,2016,Gunnison,,10558.0,62016Gunnison
6,2016,Jefferson,40732.0,80966.0,62016Jefferson
6,2016,Lake,,4322.0,62016Lake
6,2016,La Plata,11219.0,44684.0,62016La Plata
6,2016,Larimer,38915.0,121409.0,62016Larimer
6,2016,Las Animas,,42030.0,62016Las Animas
6,2016,Montezuma,2975.0,24750.0,62016Montezuma
6,2016,Morgan,,20496.0,62016Morgan
6,2016,Ouray,,8624.0,62016Ouray
6,2016,Park,,7126.0,62016Park
6,2016,Pitkin,4429.0,8279.0,62016Pitkin
6,2016,Pueblo,29804.0,50859.0,62016Pueblo
6,2016,Routt,,13756.0,62016Routt
6,2016,San Miguel,1476.0,7250.0,62016San Miguel
6,2016,Summit,4526.0,28576.0,62016Summit
6,2016,Weld,10104.0,57981.0,62016Weld
6,2016,Remainder of State,20882.0,92188.0,62016Remainder of State
6,2016,El Paso,247396.0,,62016El Paso
6,2016,Fremont,6259.0,,62016Fremont
5,2016,Adams,17594.0,140229.0,52016Adams
5,2016,Arapahoe,62995.0,256522.0,52016Arapahoe
5,2016,Boulder,80529.0,164305.0,52016Boulder
5,2016,Chaffee,,8654.0,52016Chaffee
5,2016,Clear Creek,2372.0,9744.0,52016Clear Creek
5,2016,Conejos,,6314.0,52016Conejos
5,2016,Costilla,,5163.0,52016Costilla
5,2016,Denver,518807.0,770799.0,52016Denver
5,2016,Eagle,3760.0,27045.0,52016Eagle
5,2016,Garfield,15483.0,29640.0,52016Garfield
5,2016,Gilpin,,6747.0,52016Gilpin
5,2016,Grand,,6615.0,52016Grand
5,2016,Gunnison,,11564.0,52016Gunnison
5,2016,Jefferson,52014.0,131325.0,52016Jefferson
5,2016,La Plata,11506.0,43195.0,52016La Plata
5,2016,Larimer,38172.0,75328.0,52016Larimer
5,2016,Las Animas,,43614.0,52016Las Animas
5,2016,Montezuma,3164.0,20631.0,52016Montezuma
5,2016,Park,,5851.0,52016Park
5,2016,Pitkin,2474.0,15594.0,52016Pitkin
5,2016,Pueblo,28412.0,60223.0,52016Pueblo
5,2016,Routt,5292.0,15859.0,52016Routt
5,2016,San Miguel,1538.0,7413.0,52016San Miguel
5,2016,Summit,6673.0,54016.0,52016Summit
5,2016,Weld,18193.0,89650.0,52016Weld
5,2016,Remainder of State,17042.0,141231.0,52016Remainder of State
5,2016,El Paso,250786.0,,52016El Paso
5,2016,Fremont,8262.0,,52016Fremont
4,2016,Adams,4602.0,37034.0,42016Adams
4,2016,Arapahoe,22393.0,163688.0,42016Arapahoe
4,2016,Boulder,73164.0,131661.0,42016Boulder
4,2016,Chaffee,,10012.0,42016Chaffee
4,2016,Clear Creek,2602.0,14678.0,42016Clear Creek
4,2016,Conejos,,6067.0,42016Conejos
4,2016,Costilla,,5373.0,42016Costilla
4,2016,Denver,450002.0,519517.0,42016Denver
4,2016,Eagle,8681.0,33497.0,42016Eagle
4,2016,Garfield,11204.0,30434.0,42016Garfield
4,2016,Gilpin,,4751.0,42016Gilpin
4,2016,Grand,,10273.0,42016Grand
4,2016,Gunnison,,14378.0,42016Gunnison
4,2016,Jefferson,42725.0,65274.0,42016Jefferson
4,2016,La Plata,11345.0,47159.0,42016La Plata
4,2016,Larimer,35866.0,93180.0,42016Larimer
4,2016,Las Animas,,29997.0,42016Las Animas
4,2016,Montezuma,2886.0,20885.0,42016Montezuma
4,2016,Park,,6662.0,42016Park
4,2016,Pitkin,6138.0,22556.0,42016Pitkin
4,2016,Pueblo,10557.0,42687.0,42016Pueblo
4,2016,Routt,6183.0,22235.0,42016Routt
4,2016,Summit,,55819.0,42016Summit
4,2016,Weld,,25947.0,42016Weld
4,2016,Remainder of State,30207.0,142619.0,42016Remainder of State
4,2016,El Paso,213427.0,,42016El Paso
4,2016,Fremont,5483.0,,42016Fremont
3,2016,Adams,12248.0,87812.0,32016Adams
3,2016,Arapahoe,47138.0,194786.0,32016Arapahoe
3,2016,Boulder,71056.0,129140.0,32016Boulder
3,2016,Chaffee,,8278.0,32016Chaffee
3,2016,Clear Creek,3720.0,16839.0,32016Clear Creek
3,2016,Conejos,,4639.0,32016Conejos
3,2016,Costilla,,4627.0,32016Costilla
3,2016,Denver,456044.0,569776.0,32016Denver
3,2016,Eagle,8036.0,33338.0,32016Eagle
3,2016,Garfield,8715.0,21612.0,32016Garfield
3,2016,Gilpin,,4060.0,32016Gilpin
3,2016,Grand,,7975.0,32016Grand
3,2016,Gunnison,,6715.0,32016Gunnison
3,2016,Jefferson,42654.0,87068.0,32016Jefferson
3,2016,La Plata,10103.0,44645.0,32016La Plata
3,2016,Larimer,31192.0,69294.0,32016Larimer
3,2016,Las Animas,,2701.0,32016Las Animas
3,2016,Montezuma,2883.0,17237.0,32016Montezuma
3,2016,Park,,5117.0,32016Park
3,2016,Pitkin,3238.0,26688.0,32016Pitkin
3,2016,Pueblo,25507.0,36195.0,32016Pueblo
3,2016,Routt,6097.0,22696.0,32016Routt
3,2016,San Miguel,1558.0,12861.0,32016San Miguel
3,2016,Summit,7018.0,73994.0,32016Summit
3,2016,Weld,9615.0,54678.0,32016Weld
3,2016,Remainder of State,23448.0,89878.0,32016Remainder of State
3,2016,El Paso,196527.0,,32016El Paso
2,2016,Adams,10424.0,75954.0,22016Adams
2,2016,Arapahoe,41280.0,169337.0,22016Arapahoe
2,2016,Archuletta,,12104.0,22016Archuletta
2,2016,Boulder,77845.0,141228.0,22016Boulder
2,2016,Chaffee,,9809.0,22016Chaffee
2,2016,Clear Creek,2663.0,17808.0,22016Clear Creek
2,2016,Denver,403927.0,546434.0,22016Denver
2,2016,Eagle,8443.0,34568.0,22016Eagle
2,2016,Garfield,10145.0,20432.0,22016Garfield
2,2016,Gilpin,,2602.0,22016Gilpin
2,2016,Grand,,8248.0,22016Grand
2,2016,Gunnison,,11923.0,22016Gunnison
2,2016,Jefferson,53493.0,83812.0,22016Jefferson
2,2016,La Plata,10221.0,33211.0,22016La Plata
2,2016,Larimer,34586.0,76031.0,22016Larimer
2,2016,Las Animas,,25320.0,22016Las Animas
2,2016,Montezuma,2225.0,15259.0,22016Montezuma
2,2016,Park,,5691.0,22016Park
2,2016,Pitkin,5244.0,22303.0,22016Pitkin
2,2016,Pueblo,18984.0,37624.0,22016Pueblo
2,2016,Routt,5702.0,23169.0,22016Routt
2,2016,San Miguel,,8280.0,22016San Miguel
2,2016,Summit,5433.0,59410.0,22016Summit
2,2016,Weld,11465.0,49478.0,22016Weld
2,2016,Remainder of State,17002.0,94078.0,22016Remainder of State
2,2016,El Paso,175444.0,,22016El Paso
2,2016,Fremont,3448.0,,22016Fremont
1,2016,Adams,13325.84,80780.43,12016Adams
1,2016,Arapahoe,57608.0,192698.8,12016Arapahoe
1,2016,Archuletta,,13143.02,12016Archuletta
1,2016,Boulder,78352.34,147666.0,12016Boulder
1,2016,Clear Creek,1654.24,13107.1,12016Clear Creek
1,2016,Denver,532544.51,623071.7,12016Denver
1,2016,Eagle,8600.65,28934.0,12016Eagle
1,2016,Garfield,10258.21,20021.0,12016Garfield
1,2016,Gilpin,,4231.51,12016Gilpin
1,2016,Grand,,7869.0,12016Grand
1,2016,Gunnison,,16366.65,12016Gunnison
1,2016,Jefferson,52362.51,99504.98,12016Jefferson
1,2016,La Plata,10374.0,38850.85,12016La Plata
1,2016,Larimer,38714.44,92223.06,12016Larimer
1,2016,Las Animas,,37037.56,12016Las Animas
1,2016,Montezuma,2522.0,16163.0,12016Montezuma
1,2016,Park,,5638.87,12016Park
1,2016,Pitkin,2269.09,18546.89,12016Pitkin
1,2016,Pueblo,16291.63,38557.01,12016Pueblo
1,2016,Routt,5707.0,19239.0,12016Routt
1,2016,San Miguel,1285.0,9392.0,12016San Miguel
1,2016,Summit,6563.0,47979.0,12016Summit
1,2016,Weld,10788.0,52765.0,12016Weld
1,2016,Remainder of State,20608.7,120294.3,12016Remainder of State
1,2016,El Paso,221778.72,,12016El Paso
1,2016,Fremont,5619.17,,12016Fremont
12,2015,Adams,12531.0,71941.0,122015Adams
12,2015,Arapahoe,29363.0,143866.0,122015Arapahoe
12,2015,Boulder,65739.0,122809.0,122015Boulder
12,2015,Chaffee,,7481.0,122015Chaffee
12,2015,Clear Creek,1918.0,10212.0,122015Clear Creek
12,2015,Denver,349026.0,532887.0,122015Denver
12,2015,Eagle,7829.0,17202.0,122015Eagle
12,2015,Garfield,12323.0,17447.0,122015Garfield
12,2015,Gilpin,,6892.0,122015Gilpin
12,2015,Grand,,4270.0,122015Grand
12,2015,Gunnison,,12319.0,122015Gunnison
12,2015,Jefferson,51412.0,82255.0,122015Jefferson
12,2015,La Plata,9334.0,33367.0,122015La Plata
12,2015,Larimer,33789.0,75864.0,122015Larimer
12,2015,Las Animas,,29225.0,122015Las Animas
12,2015,Montezuma,2621.0,15243.0,122015Montezuma
12,2015,Park,,4729.0,122015Park
12,2015,Pitkin,2216.0,10072.0,122015Pitkin
12,2015,Pueblo,13094.0,31773.0,122015Pueblo
12,2015,Routt,5123.0,12790.0,122015Routt
12,2015,San Miguel,1117.0,3617.0,122015San Miguel
12,2015,Summit,6045.0,28603.0,122015Summit
12,2015,Weld,10147.0,48723.0,122015Weld
12,2015,Remainder of State,17773.0,107872.0,122015Remainder of State
12,2015,El Paso,195651.0,,122015El Paso
12,2015,Fremont,2993.0,,122015Fremont
11,2015,Adams,10389.0,61952.0,112015Adams
11,2015,Arapahoe,55261.0,146573.0,112015Arapahoe
11,2015,Boulder,71686.0,114280.0,112015Boulder
11,2015,Chaffee,,9659.0,112015Chaffee
11,2015,Clear Creek,-1047.0,15202.0,112015Clear Creek
11,2015,Denver,341421.0,459988.0,112015Denver
11,2015,Eagle,6487.0,22558.0,112015Eagle
11,2015,Garfield,9933.0,24428.0,112015Garfield
11,2015,Gilpin,,4088.0,112015Gilpin
11,2015,Grand,,4754.0,112015Grand
11,2015,Jefferson,43267.0,69015.0,112015Jefferson
11,2015,La Plata,11351.0,39047.0,112015La Plata
11,2015,Larimer,36690.0,69043.0,112015Larimer
11,2015,Las Animas,,17734.0,112015Las Animas
11,2015,Montezuma,2766.0,17999.0,112015Montezuma
11,2015,Park,,5823.0,112015Park
11,2015,Pitkin,2243.0,24772.0,112015Pitkin
11,2015,Pueblo,21151.0,48792.0,112015Pueblo
11,2015,Routt,5651.0,16490.0,112015Routt
11,2015,San Miguel,1436.0,4733.0,112015San Miguel
11,2015,Summit,6243.0,27750.0,112015Summit
11,2015,Weld,11726.0,54546.0,112015Weld
11,2015,Remainder of State,13988.0,117604.0,112015Remainder of State
11,2015,El Paso,222834.0,,112015El Paso
11,2015,Fremont,6167.0,,112015Fremont
10,2015,Adams,11809.0,58124.0,102015Adams
10,2015,Arapahoe,59447.0,162428.0,102015Arapahoe
10,2015,Boulder,82097.0,145808.0,102015Boulder
10,2015,Chaffee,,12481.0,102015Chaffee
10,2015,Clear Creek,2773.0,16734.0,102015Clear Creek
10,2015,Denver,506809.0,554959.0,102015Denver
10,2015,Eagle,9342.0,13900.0,102015Eagle
10,2015,Garfield,13416.0,25968.0,102015Garfield
10,2015,Gilpin,1158.0,4215.0,102015Gilpin
10,2015,Grand,,5811.0,102015Grand
10,2015,Gunnison,,9863.0,102015Gunnison
10,2015,Jefferson,57101.0,87195.0,102015Jefferson
10,2015,La Plata,13693.0,44053.0,102015La Plata
10,2015,Larimer,41291.0,83080.0,102015Larimer
10,2015,Las Animas,,30698.0,102015Las Animas
10,2015,Montezuma,3434.0,18423.0,102015Montezuma
10,2015,Ouray,,7326.0,102015Ouray
10,2015,Park,,6442.0,102015Park
10,2015,Pitkin,1413.0,21501.0,102015Pitkin
10,2015,Pueblo,13700.0,31547.0,102015Pueblo
10,2015,Routt,6078.0,18032.0,102015Routt
10,2015,San Miguel,1500.0,10709.0,102015San Miguel
10,2015,Summit,6584.0,32127.0,102015Summit
10,2015,Weld,12559.0,54301.0,102015Weld
10,2015,Remainder of State,18343.0,126936.0,102015Remainder of State
10,2015,El Paso,205403.0,,102015El Paso
10,2015,Fremont,5479.0,,102015Fremont
9,2015,Adams,12066.0,64198.0,92015Adams
9,2015,Arapahoe,50269.0,146920.0,92015Arapahoe
9,2015,Boulder,76606.0,143853.0,92015Boulder
9,2015,Chaffee,,26628.0,92015Chaffee
9,2015,Clear Creek,3498.0,15590.0,92015Clear Creek
9,2015,Denver,554013.0,586938.0,92015Denver
9,2015,Eagle,9619.0,21534.0,92015Eagle
9,2015,Garfield,19390.0,25479.0,92015Garfield
9,2015,Gilpin,2002.0,5873.0,92015Gilpin
9,2015,Grand,,6709.0,92015Grand
9,2015,Gunnison,,11567.0,92015Gunnison
9,2015,Jefferson,54043.0,93836.0,92015Jefferson
9,2015,La Plata,13036.0,43601.0,92015La Plata
9,2015,Larimer,40572.0,83960.0,92015Larimer
9,2015,Las Animas,,29937.0,92015Las Animas
9,2015,Montezuma,4197.0,18421.0,92015Montezuma
9,2015,Park,,7145.0,92015Park
9,2015,Pitkin,1052.0,21266.0,92015Pitkin
9,2015,Pueblo,16188.0,43612.0,92015Pueblo
9,2015,Routt,5550.0,18826.0,92015Routt
9,2015,San Miguel,1363.0,10865.0,92015San Miguel
9,2015,Summit,6649.0,35311.0,92015Summit
9,2015,Weld,12032.0,55954.0,92015Weld
9,2015,Remainder of State,17603.0,141949.0,92015Remainder of State
9,2015,El Paso,254156.0,,92015El Paso
9,2015,Fremont,7227.0,,92015Fremont
8,2015,Adams,11247.0,47992.0,82015Adams
8,2015,Arapahoe,42537.0,128962.0,82015Arapahoe
8,2015,Boulder,85442.0,144255.0,82015Boulder
8,2015,Clear Creek,5431.0,17745.0,82015Clear Creek
8,2015,Denver,518868.0,564813.0,82015Denver
8,2015,Eagle,10580.0,21341.0,82015Eagle
8,2015,Garfield,13010.0,27023.0,82015Garfield
8,2015,Gilpin,,5384.0,82015Gilpin
8,2015,Grand,,6643.0,82015Grand
8,2015,Gunnison,,11898.0,82015Gunnison
8,2015,Jefferson,62487.0,72547.0,82015Jefferson
8,2015,La Plata,13626.0,44086.0,82015La Plata
8,2015,Larimer,37648.0,78122.0,82015Larimer
8,2015,Las Animas,,33301.0,82015Las Animas
8,2015,Montezuma,3785.0,15391.0,82015Montezuma
8,2015,Park,,7288.0,82015Park
8,2015,Pitkin,4720.0,26886.0,82015Pitkin
8,2015,Pueblo,22247.0,57042.0,82015Pueblo
8,2015,Routt,5217.0,18512.0,82015Routt
8,2015,San Miguel,1438.0,11526.0,82015San Miguel
8,2015,Summit,7079.0,41913.0,82015Summit
8,2015,Weld,10217.0,53585.0,82015Weld
8,2015,Remainder of State,19576.0,145987.0,82015Remainder of State
8,2015,El Paso,233749.0,,82015El Paso
8,2015,Fremont,7610.0,,82015Fremont
7,2015,Denver,453698.0,489176.0,72015Denver
7,2015,Arapahoe,65918.0,140304.0,72015Arapahoe
7,2015,Boulder,73454.0,128318.0,72015Boulder
7,2015,Clear Creek,1251.0,12586.0,72015Clear Creek
7,2015,Eagle,6948.0,15169.0,72015Eagle
7,2015,Garfield,10985.0,21748.0,72015Garfield
